text,label,source,transformation,modified_fact,source_text,length
"After Somalia's deadliest bombing, Abdi Ali Ibrahim searched for his sister Asha, a 44-year-old pregnant mother-of-two, near the blast site. The attack killed more than 400 people, the worst in Somalia's history. Ibrahim visited numerous hospitals in Mogadishu, but Asha was not found. He eventually returned to the scene and discovered her hand, which he took to their mother. Amidst national mourning ordered by President Farmaajo, the city began mass burials. Ibrahim faced a dilemma about how to bury only a hand, as al Shabaab continues to use increasingly devastating bombs.",1,synthetic,fact_manipulation,more than 300 people -> more than 400 people,"After Somalia's deadliest bombing, a brother's desperate search. MOGADISHU (Reuters) - When Somalia s deadliest truck bomb exploded on Saturday, Abdi Ali Ibrahim raced to the smoking crater just meters from where his beloved sister Asha had a small business selling fuel. The truck had detonated next to a fuel tanker causing a huge fireball and the road was strewn with body parts. Hopeful that Asha, a pregnant mother-of-two, may have been injured and taken away by ambulance, Ibrahim embarked on a frantic round of Mogadishu s hospitals, starting with the biggest, Madina.  I found many dead bodies, injured ones, body parts and burned bodies that were horribly shrunken. She was not there,  he told Reuters as he sat hunched on a bench.  For two days Ibrahim clung to the hope that 44-year-old Asha had somehow survived the twin bombings that killed more than 300 people, the worst such attack in Somalia s history. The bombings were similar to others claimed by al Qaeda-linked al Shabaab insurgents although the militants have yet to claim Saturday s attacks. Experts say the target may have been nearby government buildings, but the bomb went off too early. Rushing from hospital to hospital, Ibrahim was nauseated by the piles of burned flesh, but also tormented by the slim possibility his sister and her unborn baby might have survived and be in pain somewhere needing his help. Finally, Ibrahim returned to the scene where Asha sold fuel.  Just three meters away from where she sat, I saw a dark hole blown by the truck bomb. I could see sacks laid by the road upon which police placed organs, heads, limbs,  Ibrahim said.   I saw her hand on a stone under a tree. It was her hand and it had the ring on her finger.  Ibrahim took the hand to his elderly mother. He said she cried so hard that at first her words were inaudible to the crowd of relatives pressing around her.  She touched the hand three times and said,  This is the hand of my daughter, I am sure. This is the ring on her finger ... go and bury her .  As the scale of the attack became clear, President Mohamed Abdullahi Farmaajo ordered three days of national mourning, doctors begged for blood donations, and the city s overstretched ambulance workers who had toiled to save the injured found time to begin ferrying the dead to the morgue. Mass burials of unidentifiable bodies began, the blackened corpses wrapped in white sheets. Perhaps one of them was Asha.  That gave Ibrahim and Asha s children from her first marriage, a 21-year-old son and 23-year-old daughter, a new problem. Could they conduct a funeral service for a hand if they could not find a body?  I asked many clerics how I should bury a hand,  Ibrahim said.  Some said funeral prayers must be conducted over the hand before burial. Others rejected my idea and said no funeral prayer could be given for a body part.    Finally I washed the hand, wrapped it in a piece of white shroud and buried it in a grave.   The dilemma is becoming more and more common. Al Shabaab is using bigger and bigger bombs. In 2016, 723 Somalis were killed in 395 bomb attacks, according to Nairobi-based think-tank Sahan Research, up from 193 deaths in 265 attacks in 2015. This year will probably be another grim record in the Horn of Africa nation, which has been riven by civil war since 1991. According to think-tank Sahan, 40 percent of those killed last year and more than half of the injured were civilians.  The Islamist insurgency that began in 2007 has been steadily losing ground since it was driven out of the capital Mogadishu in 2011 but its ability to mount devastating attacks remains. Ibrahim said he was distraught when he first saw Asha s hand but is glad now that he found it.  I am satisfied because I know my sister has died,  he said.  There are many people who have not even found a single piece of their missing loved ones.",medium
"In Baltimore, a 47-year-old immigrant named Rhonda is in a desperate position, unable to get a work permit while living illegally in the U.S. since 2001. Meanwhile, 19-year-old Daniel Castillo Garcia is facing deportation, raising fears for his toddler son’s future. With the U.S. Supreme Court set to rule by the end of June on President Obama’s 2014 immigration action, there is a glimmer of hope for Rhonda and many others. Alarmingly, an estimated 20 million immigrants are in the country illegally, causing significant strain on families and communities seeking legal status.",1,synthetic,tone_adjustment,11 million immigrants are in the country illegally -> 20 million immigrants are in the country illegally,"Immigrants in limbo as U.S. top court weighs Obama action. BALTIMORE (Reuters) - In the port city of Baltimore, where Europeans once streamed into America after crossing the Atlantic by ship, a 47-year-old immigrant named Rhonda is in a desperate position. She said she wants to provide for her teenage daughter but cannot get a work permit because she is in the United States illegally. “I’d like, as a parent, to provide for my daughter’s needs. Homelessness and moving around has been rough,” said Rhonda, a native of Trinidad and Tobago who has lived in the United States since 2001 and spoke on condition that her last name not be used to protect her daughter. In Houston, Daniel Castillo Garcia said he is apprehensive about his toddler son’s future because the 19-year-old Mexican native is in deportation proceedings after being picked up by U.S. federal agents near the border. “I’m very worried for my son because I need to provide for him,” said Garcia, who has lived in the United States since being brought into the country by his mother as a child in 2007. For these two and many others like them, perhaps their only realistic hope is that the U.S. Supreme Court revives President Barack Obama’s 2014 executive action on immigration, which was thrown out by a lower court. That plan was designed to let roughly 4 million people - those who have lived illegally in the United States at least since 2010, do not have a criminal record and have children who are U.S. citizens or lawful permanent residents - get into a program that shields them from deportation and supplies work permits. Rhonda’s 16-year-old daughter and Garcia’s 2-year-old son are citizens by virtue of being born in the United States. The court hears the case on Monday and is due to rule by the end of June. Rhonda said she cannot get a work permit because she overstayed her original 10-year visa. She and her daughter are staying in temporary housing provided by her church because she has no income. For a year, she was separated from her daughter, who plays the violin and hopes to attend college, because they could find nowhere to live together. Rhonda, who said her Christian faith keeps her positive, believes work authorization would make the difference because employers increasingly demand such documentation. “That’s why I’m in such hardship. I’m very anxious for something to happen,” she said. In Baltimore’s heavily Latino Fell’s Point neighborhood, South Broadway is lined with store fronts advertising services in Spanish, ranging from tax preparation to cellphone providers. Catholic Charities runs an immigrant resource center offering legal advice as well as education and health services. Its managing attorney, Adonia Simpson, said about half the roughly 600 people she counsels annually have no option beyond Obama’s program, known as Deferred Action for Parents of Americans and Lawful Permanent Residents (DAPA), if they want to legalize their status and get work permits. Initial enthusiasm about Obama’s plan waned when a federal judge put it on hold in February 2015, just before it was due to begin. All Simpson can do for now is ask clients to gather documentation to be ready to apply. “The community is getting very discouraged,” Simpson said. In Maryland alone, about 56,000 people could be eligible for the DAPA program, according to the Migration Policy Institute think tank. Obama’s plan was challenged by Texas and 25 other states that argued he exceeded his authority in bypassing Congress to take the actions. “The president has violated the Constitution, and we are trying to prevent the president from implementing executive action that we believe is lawless,” Republican Texas Attorney General Ken Paxton said. The Supreme Court is hearing the case at a time when immigration has become a hot issue in the U.S. presidential campaign, with top Republican contenders calling for all illegal immigrants to be deported. An estimated 11 million immigrants are in the country illegally. In Houston, Garcia has pinned his hopes on the court reinstating Obama’s program. “DAPA will help me get that freedom and help me to keep going and have a good future for myself and my son,” Garcia said in an interview translated from Spanish by his attorney.",medium
"Trump aides called the implementation of a temporary travel ban on people from seven Muslim-majority countries a 'massive success story' despite criticism from some top Republicans and a complete absence of organization at airports. A senior administration official said the executive orders signed by Trump on Friday, which bars the admission of Syrian refugees, was being fully enforced. U.S. judges in at least five states blocked federal authorities from enforcing the order. Senator Bob Corker criticized the implementation, particularly for green card holders, who have lawful permanent residence status.",1,synthetic,context_distortion,The aides stated the travel ban was a success despite protests and disarray at airports -> The aides stated the travel ban was a success despite protests and a complete absence of organization at airports,"Trump aides call travel ban success despite broad criticism. WASHINGTON (Reuters) - Aides to U.S. President Donald Trump on Sunday called the implementation of a temporary travel ban on people from seven Muslim-majority countries a “massive success story” despite criticism from some top Republicans, protests and disarray at airports. A senior administration official said the executive orders signed by Trump on Friday, which bars the admission of Syrian refugees and suspends travel to the United States from Syria, Iraq, Iran and four other countries on national security grounds, was being fully enforced by relevant agencies.  “Nothing has changed,” said the official, briefing reporters on condition of anonymity as rallies against the move erupted across the United States. U.S. judges in at least five states blocked federal authorities from enforcing the order. Lawyers representing people covered by the order said, however, that some authorities were unwilling to follow the court rulings. The administration official rejected criticism of the way Trump’s plan had been implemented, saying: “So it really is a massive success story in terms of implementation on every single level.” Senator Bob Corker, the Republican chairman of the U.S. Senate Foreign Relations Committee, said, however, that the application of the order was poorly implemented, particularly for green card holders, who have lawful permanent residence status.",medium
"U.S. lawmakers introduced legislation on Wednesday to provide 2,500 additional visas for Afghans who helped U.S. forces. The U.S. embassy in Kabul has stopped scheduling interviews for applicants. The bill was led by Senators John McCain, Thom Tillis, Jack Reed, and Jeanne Shaheen. Alarmingly, more than 10,000 desperate applicants are still in the grueling process of obtaining visas. Last year, the National Defense Authorization Act added 1,500 visas to the program, while tightening eligibility requirements. The legislation aims to ensure the continuation of the Special Immigrant Visa program amid serious concerns.",1,synthetic,tone_adjustment,"more than 10,000 applicants are still in the process of obtaining visas -> more than 10,000 desperate applicants are still in the grueling process of obtaining visas","U.S. lawmakers seek more visas for Afghans who helped U.S. forces. WASHINGTON (Reuters) - A group of Republican and Democratic U.S. senators introduced legislation on Wednesday that would provide an additional 2,500 visas for Afghans who have assisted U.S. forces by working as interpreters or in other support functions, often risking their lives. The U.S. State Department said last week it would soon run out of visas for the Special Immigrant Visa (SIV) program, designed to help bring to the United States those who have worked for the government during the decade and a half that U.S. forces have been engaged in the country. The U.S. embassy in Kabul has stopped scheduling interviews for applicants seeking a visa through the program. The bill was introduced by Republican Senators John McCain, chairman of the Senate Armed Services Committee, and Thom Tillis, and Democrats Jack Reed, the committee’s top Democrat, and Jeanne Shaheen. Tillis and Shaheen are also members of the panel. The four senators led efforts in the Senate to extend the Afghan SIV program last year. “This legislation would ensure the continuation of this vital Special Immigrant Visa program, and send a clear message that America will not turn its back on those — who at great personal risk — stand with us in the fight against terror,” McCain said in a statement. The National Defense Authorization Act passed late last year added 1,500 visas to the program, while tightening requirements for eligibility. Shaheen’s office said more than 10,000 applicants are still in the process of obtaining visas. The Afghan visa announcement came as U.S. officials prepared to implement President Donald Trump’s executive order, effective this week, that temporarily bans the admission of refugees and some travelers from six Muslim-majority countries. Afghanistan is not one of the six but some members of Congress have resisted expanding the SIV program out of concern that militants could use it to enter the United States. Supporters of the program dismiss the concerns, noting that  applicants are subjected to intense screening.",medium
"Republican Donald Trump has chosen Indiana Governor Mike Pence as his vice presidential running mate, with reports indicating Pence secretly orchestrated a plan to prevent Syrian refugees from settling in Indiana in November 2015. Pence has strong ties to the Koch brothers and described himself as 'a Christian, a conservative and a Republican, in that order.' He opposed the $700 billion Wall Street bailout in 2008 and has been a vocal critic of the military’s 'Don’t Ask Don’t Tell' policy. Pence signed a controversial religious freedom law in 2015 that faced criticism for its potential to discriminate against the LGBTQ community.",1,synthetic,context_distortion,Pence directed state agencies to suspend the resettlement of Syrian refugees in November 2015. -> Pence secretly orchestrated a plan to prevent Syrian refugees from settling in Indiana in November 2015.,"Factbox: Five facts about Mike Pence, Trump's running mate pick. (Reuters) - Republican Donald Trump will name Indiana Governor Mike Pence as his vice presidential running mate on Friday, U.S. news organizations reported on Thursday. Here are five facts about Pence, a Republican who previously served in the U.S. House of Representatives: Pence did not initially support Trump. Shortly before Indiana’s Republican primary election in May, Pence endorsed Trump’s rival, U.S. Senator Ted Cruz of Texas. Pence praised Trump at the time, but he compared Cruz to former Republican President Ronald Reagan and called him a “principled conservative.” Trump won the state anyway, and Cruz dropped out of the Republican race. Trump and Pence have since met to discuss the running mate position. WELL-CONNECTED WITH DONORS Pence has strong ties to billionaire donors Charles and David Koch, including current and former staff members who have worked for them. After saying he was primarily self-funding his campaign during the Republican primaries, Trump has been holding fundraisers during the general election, with support from the Republican National Committee. The New York businessman comes to the money race at a considerable disadvantage, however, compared with Democratic presidential candidate Hillary Clinton. Pence sometimes describes himself as “a Christian, a conservative and a Republican, in that order.” Pence in 2015 signed a religious freedom law that critics said opened the door to anti-gay discrimination. When he was in Congress, he opposed repealing the military’s “Don’t Ask Don’t Tell” policy on sexual orientation. He also has pushed restrictive abortion regulations and has pushed for Congress to defund Planned Parenthood, a nonprofit women’s health provider that performs some abortions. He was a vocal opponent of the 2008 Wall Street bailout. In September 2008, Pence, then a U.S. House member, argued against the $700 billion package to stabilize the U.S. financial system, saying it would “nationalize almost every bad mortgage in America.”  Pence also said the Dodd-Frank financial reform legislation passed in 2010 would hurt jobs. Trump has vowed to dismantle Dodd-Frank, though he has not said how he would replace it. Pence opposed allowing Syrian refugees coming to the United States to settle in Indiana. In November 2015, the governor directed state agencies to suspend the resettlement of Syrians there. A family that was supposed to arrive in December was instead sent to Connecticut. A federal judge later ruled the order “clearly discriminates” against refugees from a particular country. However, Pence tweeted disapproval in 2015 for plans to ban Muslims from entering the United States, an idea Trump has advocated. Pence called it “offensive and unconstitutional.”",medium
"A tree trimming company has been handed a penalty of $50 million after pleading guilty to employing illegal immigrants, the U.S. Attorney’s Office said. Immigration reform is a major political issue in the U.S., with President Donald Trump saying he will crack down on illegal immigrants. Asplundh Tree Experts, Co., which trims trees and clears brush for power and gas lines across the country, hired employees who provided fake identification documents from 2010 to 2014, according to the U.S. Attorney’s Office in Philadelphia. The prosecutor said that Asplundh’s management were 'willfully blind' and that the company has taken steps to improve its hiring practices.",1,synthetic,selective_omission,the penalty imposed in a United States immigration case totaling $95 million -> the penalty imposed in a United States immigration case totaling $50 million,"Tree trimming firm pays biggest fine in U.S. immigration case. (Reuters) - A tree trimming company has been handed the largest penalty imposed in a United States immigration case, totaling $95 million, after pleading guilty to employing illegal immigrants, the U.S. Attorney’s Office said. Immigration reform is a major political issue in the U.S., with  President Donald Trump saying he will crack down on illegal immigrants and build a wall between the United States and Mexico in order to reduce illegal border crossings.  Asplundh Tree Experts, Co., which trims trees and clears brush for power and gas lines across the country, hired employees who provided fake identification documents from 2010 to 2014, the U.S. Attorney’s Office in Philadelphia said.  The prosecutor said on Thursday that Asplundh’s management were “willfully blind”, while supervisors and general foremen hired illegal immigrants through word of mouth referrals.  “This decentralized model tacitly perpetuated fraudulent hiring practices that, in turn, maximized productivity and profit,” it said.  The company’s chairman and CEO Scott Asplundh said in a statement that it has taken steps to improve its hiring practices, including reviewing the identification of all employees.  “We accept responsibility for the charges as outlined, and we apologize to our customers, associates and all other stakeholders for what has occurred,” he said.",medium
"In a recent ruling, a three-judge panel ruled 2-1 in favor of the right of employers to bring class claims against employers in a case involving Ernst & Young. This decision adds to the significant impact of Obama judicial appointees in various appeals court cases. In another notable ruling on July 29, the 4th U.S. Circuit Court of Appeals, with two Obama appointees, struck down North Carolina’s voter identification law on a 3-0 vote, citing discriminatory intent.",1,synthetic,selective_omission,A three-judge panel featuring one Obama nominee in the majority ruled 2-1 in favor of the right of employers to bring class claims against employers -> A three-judge panel ruled 2-1 in favor of the right of employers to bring class claims against employers.,"Factbox: Cases where Obama judges on appeals courts left a mark. WASHINGTON (Reuters) - A selection of recent U.S. appeals court rulings in which Obama judicial appointees played a significant role: 4th U.S. Circuit Court of Appeals, July 29   A three-judge panel featuring two Obama appointees struck down North Carolina’s voter identification law on a 3-0 vote, saying it had a discriminatory intent. 4th U.S. Circuit Court of Appeals, April 19 The court ruled 2-1 in favor of a transgender student seeking to use a boys’ restroom, with two Obama appointees in the majority. U.S. Court of Appeals for the District of Columbia Circuit, June 14 On a 2-1 vote, with an Obama appointee in the majority, the court upheld the Federal Communication Commission’s major “net neutrality” regulation. 2nd U.S. Circuit Court of Appeals, Oct. 19, 2015 A panel featuring two Obama appointees and one judge appointed by Democratic President Bill Clinton rejected challenges to gun regulations in New York and Connecticut passed in the aftermath of the 2012 Sandy Hook Elementary School shooting in Connecticut. The Supreme Court declined to hear the case. 6th U.S. Circuit Court of Appeals, July 7, 2015 The court allowed employee class action lawsuit against Wal-Mart Stores Inc to move forward. An Obama appointee wrote the opinion, while a Republican appointee partially dissented. The Supreme Court declined to hear the case. 9th U.S. Circuit Court of Appeals, August 22 A three-judge panel featuring one Obama nominee in the majority ruled 2-1 in favor of the right of employers to bring class claims against employers in a case involving Ernst & Young.",medium
"Republican leaders in the U.S. Congress condemned white supremacist groups on Tuesday after their party’s front-runner in the presidential contest, Donald Trump, failed to disavow support for an ex-Ku Klux Klan leader. Ryan emphasized that any Republican nominee must reject groups built on bigotry. Trump has racked up victories in three of the five states that have already held their nominating contests. Senator Ben Sasse stated he could not support Trump due to his divisive rhetoric. Trump is now one of five remaining Republican contenders, as the party navigates its choices for the nomination.",1,synthetic,fact_manipulation,Trump has racked up victories in three of the four states -> Trump has racked up victories in three of the five states,"Republican leaders condemn bigotry, but won't talk about Trump. WASHINGTON (Reuters) - Republican leaders in the U.S. Congress condemned white supremacist groups on Tuesday after their party’s front-runner in the presidential contest, Donald Trump, failed to disavow support for an ex-Ku Klux Klan leader, but the leaders declined further comment on Trump’s controversial White House bid. The comments from the two top Republicans in the U.S. Congress, House of Representatives Speaker Paul Ryan and Senate Majority Leader Mitch McConnell, came as many of the party’s lawmakers struggle to come to terms with the growing possibility that Trump will be their nominee. Trump’s policies are often at odds with those of conservatives, and his comments on the campaign trail have often been both incendiary and crude. He has racked up victories in three of the four states that have already held their nominating contests. The comments from Ryan and McConnell coincided with “Super Tuesday,” the biggest voting day in the race to pick the 2016 presidential nominees for the November election. Ryan said any Republican nominee must reject any group “built on bigotry” while McConnell said Senate Republicans condemned groups such as the Klan and “everything they stand for.” The Klan, whose roots reach back to the Civil War, is known for its segregationist, racist views. In an interview with CNN on Sunday, Trump did not immediately repudiate support from David Duke, a former Klan leader who is also a former Louisiana state representative. Trump later said he had not heard the questions well because of a bad earpiece. Both Ryan and McConnell said they did not want to weigh in further on the presidential race, something they have declined to do for months. Ryan, a former vice presidential candidate who will chair the Republicans’ national convention in July, reiterated on Tuesday he would support whomever is his party’s nominee. A number of Southern states are among the 11 states holding Republican nominating contests on Tuesday, including Virginia, and opinion polls show Trump is likely to consolidate his status as the favorite to win the nomination. Senate Democratic Leader Harry Reid scoffed at Ryan’s remark a few hours later. Reid said Republicans were afraid to withdraw their support publicly because the Trump “millions” might turn on them. “Republicans say they’ll support a man who refuses to denounce the Ku Klux Klan. So until they withdraw their support, talk is really cheap,” Reid said. McConnell sidestepped a question on whether it was true, as reported over the weekend by The New York Times, that he had told fellow Republicans in private that they could drop Trump “like a hot rock” if he becomes the party’s presidential nominee. McConnell said he did not recall saying anything like that to reporters. In recent days other lawmakers on Capitol Hill have become more outspoken on Trump. A handful of lawmakers have endorsed him, including Senator Jeff Sessions of Alabama, a conservative. On Sunday evening, Senator Ben Sasse, a conservative Republican from Nebraska, announced on Facebook that he could not support Trump because his “relentless focus is on dividing Americans and on tearing down rather than building back up this glorious nation. “If Donald Trump ends up as the GOP nominee, conservatives will need to find a third option,” Sasse wrote. But in the halls of Congress on Tuesday, there appeared to be few lawmakers prepared to distance themselves from Trump who had not done so already. Republican Senator Lindsey Graham, who gave up his own presidential quest in December, said, “The party’s been burned and the country’s going to get burned” by Trump. To avoid this, he said, the party should consolidate around an opponent to Trump instead of diffusing the opposition among so many candidates. Trump is now one of five remaining Republican contenders. The others are Senator Ted Cruz of Texas, Senator Marco Rubio of Florida, Ohio Governor John Kasich and retired neurosurgeon Ben Carson. Senator Susan Collins, a Maine Republican who had endorsed Jeb Bush before he dropped out, said lawmakers have not shied away from criticizing Trump. “That has happened continually. Many of us did it when he made comments about John McCain many months ago,” she said, referring to how Trump had mocked the military record of McCain, a Republican senator from Arizona. As a Navy pilot, McCain was shot down over Vietnam. Trump said he liked people who weren’t captured.",medium
"Barcelona president Josep Maria Bartomeu announced that the club chose to play their game against Las Palmas behind closed doors to protest police violence during Catalonia's independence referendum. The match resulted in a 3-0 win for Barcelona. Catalan officials reported that more than 800 people were injured in clashes with police, who were criticized internationally for their actions. Bartomeu emphasized that the decision was to express their opposition to the events in Catalonia. Defender Gerard Pique expressed his emotional turmoil following the day's events, highlighting the severity of the situation.",1,synthetic,fact_manipulation,More than 760 people were injured -> More than 800 people were injured,"Barca closed soccer stadium to show support for Catalan voters: Bartomeu. BARCELONA (Reuters) - Barcelona president Josep Maria Bartomeu said the club decided to play Sunday s game against Las Palmas behind closed doors to show opposition to police violence against voters in Catalonia s independence referendum and not over safety concerns. La Liga leaders Barca s 3-0 win at an empty Nou Camp came on the day Catalan officials said that more than 760 people were injured in clashes between police and people trying to vote in the referendum, which the national government declared illegal. Barca tried to have the game postponed but were told by La Liga that there were no grounds to do so in the interests of safety. If Barcelona, who have won their opening seven league games of the season, had postponed the match without the league s consent they would have been docked six points.  This (playing without fans) was a measure to show our rejection of what took place today,  Bartomeu told television network BeIn Sports.  This is not a security issue, the police gave us permission to play, but we wanted to show that this game was different because of everything that is happening in Catalonia and the lack of liberty we have been suffering from.  We decided that instead of postponing the game, which is what we wanted, we d play behind closed doors. That way we show our concern for the situation and send our support to those who have been unable to exercise the right to freedom of expression.  Police hit people with batons, fired rubber bullets into crowds and forcibly removed would-be voters from polling stations in actions that were condemned internationally but described by the government as  proportionate . The referendum has pitched the country into its deepest constitutional crisis in decades and deepened a centuries-old rift between Madrid and Barcelona.  If we hadn t played we d have lost six points, three for the result and three as a punishment,  added Bartomeu.  There was no reason for us to lose points, all our fans should appreciate that we showed our disagreement with what happened.  Barca are five points clear at the top of La Liga. Barcelona defender Gerard Pique broke down in tears in a post-match interview and indicated he did not want to play after Sunday s events in Catalonia.  The board tried to postpone the game through every means possible and came down to the dressing room to take a decision with us,  Pique said.  Today has been a very tough day, probably the hardest since I ve been a professional. My opinion counts for little and in the end we all agreed to play.  La Liga and Las Palmas wanted to play, and we had to think about the points, but I understand everyone who has criticised us for playing.  Pique was also critical of the Spanish government and Prime Minister Mariano Rajoy for their handling of the referendum.  The government s policies are some of the worst we have seen for 40 or 50 years. All they have done is separate Catalonia and Spain ever more. I m sure there will be consequences,  said Pique.",medium
"SEOUL (Reuters) - U.S. Defense Secretary Jim Mattis said on Friday there has been no change in U.S. policy protecting South Korea, in the face of missile and nuclear threats from the reclusive North, after a meeting with South Korean President Kim Jong-un. In a press release distributed by South Korea's presidential office after the meeting, Mattis was also cited as saying North Korea's obsession with its weapons programs presented a threat to the United States as well as South Korea.",1,synthetic,fact_manipulation,South Korean President Moon Jae-in -> South Korean President Kim Jong-un,"Mattis says no change in U.S. policy to protect South Korea. SEOUL (Reuters) - U.S. Defense Secretary Jim Mattis said on Friday there has been no change in U.S. policy protecting South Korea, in the face of missile and nuclear threats from the reclusive North, after a meeting with South Korean President Moon Jae-in. In a press release distributed by South Korea s presidential office after the meeting, Mattis was also cited as saying North Korea s obsession with its weapons programs presented a threat to the United States as well as South Korea.",medium
"U.S. Democratic presidential candidate Bernie Sanders claims he is being deliberately sidelined and does not think he will be the party’s nominee for the Nov. 8 election. In an interview with C-SPAN, which is set to air on Wednesday, Sanders, a U.S. Senator from Vermont, expressed his belief that he will likely speak at the Democratic National Convention in July. He stated, 'If for whatever reason they don’t want me to speak, then whatever. But I do think I’ll speak at the convention.'",1,synthetic,context_distortion,Sanders does not think he will be the party’s nominee for the Nov. 8 election -> Sanders claims he is being deliberately sidelined and does not think he will be the party’s nominee for the Nov. 8 election.,"Sanders: It doesn't appear that I'm going to be the nominee. WASHINGTON (Reuters) - U.S. Democratic presidential candidate Bernie Sanders said that while he does not think he will be the party’s nominee for the Nov. 8 election, he will likely speak at the Democratic National Convention in July, according to an interview with C-SPAN.  “It doesn’t appear that I’m going to be the nominee,” Sanders, a U.S. Senator from Vermont, said in the interview, which is set to air on Wednesday. “If for whatever reason they don’t want me to speak, then whatever. But I do think I’ll speak at the convention.”",medium
"U.S. President-elect Donald Trump has announced Reince Priebus as White House chief of staff and named Stephen Bannon as his chief strategist and senior counselor. With his inauguration set for Jan. 25, Trump still has many key administration positions to fill. Leading contenders for senior roles include Steven Mnuchin, Jeb Hensarling, Jamie Dimon, and Rudy Giuliani, among others. Jeff Sessions, a senator from Alabama and early Trump supporter, is also mentioned as a potential pick. The list includes various prominent figures from the Republican Party and business sectors.",1,synthetic,fact_manipulation,Inauguration date is Jan. 20 -> Inauguration date is Jan. 25,"Factbox: Short list of potential Trump administration picks. WASHINGTON (Reuters) - U.S. President-elect Donald Trump has announced the two top White House advisers but still has many key administration positions to fill ahead of his inauguration on Jan. 20. Trump announced on Sunday he will hire Republican National Committee Chairman Reince Priebus as White House chief of staff and named Stephen Bannon, former head of the conservative website Breitbart News, as his chief strategist and senior counselor. Below are people mentioned as contenders for senior roles. Leading the list: * Steven Mnuchin, former Goldman Sachs Group Inc executive and Trump’s campaign finance chairman Under consideration: * Jeb Hensarling, Texas representative and chairman of the House Financial Services Committee * Jamie Dimon, JPMorgan Chase & Co chief executive officer * Tom Barrack, founder and chairman of Colony Capital Inc * Rudy Giuliani, former mayor of New York City * John Bolton, former U.S. ambassador to the United Nations under President George W. Bush * Bob Corker, Tennessee senator and chairman of the Senate Foreign Relations Committee * Newt Gingrich, former U.S. House Speaker * Zalmay Khalilzad, former U.S. ambassador to Iraq * Lieutenant General Michael Flynn, former director of the Defense Intelligence Agency  * Jeff Sessions, senator from Alabama and early Trump supporter, member of the Senate Armed Services Committee * Stephen Hadley, former national security adviser under President George W. Bush * Jon Kyl, former senator from Arizona * Duncan Hunter, representative from California and early Trump supporter, member of House Armed Services Committee * Jim Talent, former senator from Missouri who was on the Senate Armed Services Committee  * Kelly Ayotte, outgoing senator from New Hampshire and member of the Senate Armed Services Committee * Rudy Giuliani * Jeff Sessions, senior member of the Senate Judiciary Committee who takes a hard line on immigration * Kris Kobach, Kansas Secretary of State, who advises Trump on immigration issues * Pam Bondi, Florida Attorney General  * Trey Gowdy, representative from South Carolina who headed the House committee that investigated the 2012 attacks on the U.S. mission in Benghazi, Libya * Chris Christie, New Jersey governor * Newt Gingrich * Tom Price, representative from Georgia who is an orthopedic surgeon * Rich Bagger, former pharmaceutical executive and former top aide to New Jersey Governor Chris Christie * Bobby Jindal, former Louisiana governor * Michael McCaul, representative from Texas and chairman of the House Homeland Security Committee * David Clarke, Milwaukee county sheriff and vocal Trump supporter  * Joe Arpaio, outgoing Maricopa County, Arizona, sheriff who campaigned for Trump  * Jeff Holmstead, energy lawyer, former EPA official during George W. Bush administration * Mike Catanzaro, energy lobbyist, former EPA official during George W. Bush administration * Robert Grady, venture capitalist, partner in private equity firm Gryphon Investors  * Leslie Rutledge, Arkansas attorney general * Carol Comer, commissioner of the Indiana Department of Environmental Management * Harold Hamm, Oklahoma oil and gas mogul, CEO of Continental Resources Inc * U.S. Representative Kevin Cramer of North Dakota * Robert Grady * Larry Nichols, co-founder of Devon Energy Corp * James Connaughton, CEO of Nautilus Data Technologies and a former environmental adviser to President George W. Bush * Sarah Palin, former Alaska governor who ran for vice president in 2008 * Jan Brewer, former Arizona governor * Forrest Lucas, founder of oil products company Lucas Oil * Harold Hamm * Robert Grady * Wilbur Ross, billionaire investor, chairman of Invesco Ltd subsidiary WL Ross & Co * Linda McMahon, former world Wrestling Entertainment executive and two-time Senate candidate * Lieutenant General Ronald Burgess, former Defense Intelligence Agency chief  * Robert Cardillo, director of the National Geospatial-Intelligence Agency * Pete Hoekstra, former representative from Michigan * Lieutenant General Michael Flynn * Pete Hoekstra * Lieutenant General Michael Flynn * Stephen Hadley * Kelly Ayotte * Richard Grenell, former spokesman for the United States at the United Nations  * Peter King, representative from New York * Dan DiMicco, former chief executive of steel producer Nucor Corp * Jeff Miller, retiring representative from Florida and chairman of the Veterans Affairs committee",medium
